step,global_coherence,fragmentation,variance,avg_trust,avg_echo_integrity,quarantined_nodes,alive,edges,avg_degree,edge_efficiency,state
80,0.651246283855849,0.34875371614415096,0.049216721845644705,0.9633666666666667,1.0,0,60,60,2.0,0.010854104730930817,RECOVERING
81,0.6704502503680452,0.3295497496319548,0.04249798174203579,0.9555208333333333,1.0,0,60,60,2.0,0.01117417083946742,RECOVERING
82,0.7243206332686487,0.2756793667313513,0.030610931596654796,0.9482583333333333,1.0,0,60,60,2.0,0.012072010554477479,RECOVERING
83,0.7795695403162013,0.2204304596837987,0.024562920885014237,0.9460416666666667,1.0,0,60,60,2.0,0.012992825671936688,RECOVERING
84,0.8182085309582833,0.18179146904171672,0.021746667189644655,0.9460125000000003,1.0,0,60,60,2.0,0.01363680884930472,RECOVERING
85,0.8311239106981394,0.1688760893018606,0.018770483541057995,0.9477625000000001,1.0,0,60,60,2.0,0.013852065178302323,RECOVERING
86,0.831300634398031,0.16869936560196896,0.015785141935490368,0.9481125,1.0,0,60,60,2.0,0.013855010573300517,RECOVERING
87,0.8428298333896418,0.1571701666103582,0.01400386140750135,0.9475874999999999,1.0,0,60,60,2.0,0.014047163889827362,RECOVERING
88,0.8565645466610563,0.1434354533389437,0.010014887485878615,0.9484625,1.0,0,60,60,2.0,0.014276075777684272,RECOVERING
89,0.8754590304559892,0.12454096954401084,0.007422596928110553,0.9502124999999999,1.0,0,60,60,2.0,0.014590983840933153,RECOVERING
90,0.8948979995182657,0.10510200048173435,0.005594923508122884,0.9534791666666667,1.0,0,60,60,2.0,0.01491496665863776,RECOVERING
91,0.9157609310086182,0.08423906899138178,0.004537661527831225,0.9579125000000001,1.0,0,60,60,2.0,0.015262682183476971,RECOVERED
92,0.9097837094848082,0.09021629051519175,0.003556023687252786,0.9625791666666667,1.0,0,60,60,2.0,0.015163061824746804,RESONANCE
93,0.8798113038176243,0.12018869618237571,0.0035861207675078406,0.9662541666666667,1.0,0,60,60,2.0,0.014663521730293737,ADAPTING
94,0.8408058361374476,0.15919416386255236,0.0042769402296177605,0.9685291666666667,1.0,0,60,60,2.0,0.014013430602290794,ADAPTING
95,0.8106516397850051,0.1893483602149949,0.004561754441849982,0.9681208333333334,1.0,0,60,60,2.0,0.013510860663083418,ADAPTING
96,0.7976167137445002,0.20238328625549984,0.0043287642221845005,0.9649125000000001,1.0,0,60,60,2.0,0.013293611895741669,ADAPTING
97,0.8039878736319002,0.19601212636809984,0.0033466026212988745,0.9615000000000001,1.0,0,60,60,2.0,0.013399797893865003,ADAPTING
98,0.8235093776244015,0.17649062237559854,0.002520218294398323,0.9591666666666667,1.0,0,60,60,2.0,0.013725156293740024,ADAPTING
99,0.8420509202242614,0.15794907977573858,0.0023782341799542875,0.9608874999999999,1.0,0,60,60,2.0,0.01403418200373769,ADAPTING
100,0.8574819354211619,0.1425180645788381,0.0025971430980601252,0.96465,1.0,0,60,60,2.0,0.0142913655903527,ADAPTING
101,0.8619054305758262,0.13809456942417375,0.0021924768723219417,0.9685,1.0,0,60,60,2.0,0.014365090509597105,ADAPTING
102,0.8575403001278846,0.14245969987211538,0.0026488953854130037,0.9725541666666667,1.0,0,60,60,2.0,0.014292338335464744,ADAPTING
